38	-0.976562
39	-0.977349
39	-0.977349
39	-0.977349
39	-0.977349
39	-0.977349
39	-0.977349
39	-0.977349
39	-0.977349
39	-0.977349
39	-0.977349
39	-0.977349
39	-0.977349
37	-1.96899
37	-1.96899
37	-1.96899
37	-1.96899
37	-1.96899
37	-1.96899
37	-1.96899
37	-1.96899
37	-1.96899
0	-3.5
0	-3.5
0	-3.5
0	-3.5
0	-3.5
0	-3.5
0	-3.5
0	-3.5
0	-3.5
0	-3.5
0	-3.5
0	-3.5
0	-3.5
36	-3.92495
36	-3.92495
36	-3.92495
36	-3.92495
36	-3.92495
36	-3.92495
36	-3.92495
36	-3.92495
36	-3.92495
34	-5.89183
34	-5.89183
34	-5.89183
34	-5.89183
34	-5.89183
34	-5.89183
34	-5.89183
35	-5.89571
35	-5.89571
33	-6.88765
33	-6.88765
33	-6.88765
33	-6.88765
33	-6.88765
31	-9.78491
31	-9.78491
31	-9.78491
31	-9.78491
31	-9.78491
31	-9.78491
31	-9.78491
30	-11.8976
30	-11.8976
30	-11.8976
30	-11.8976
